Issuer Ticker	main domain	Name	Sector	Location	Auswahl Eingetragener Marken
RUI	rubis.fr	RUBIS	Utilities	France	RUBIS; RUBIS ÉNERGIE; VITOGAZ; RUBIS TERMINAL; NATIONAL; DINASA; EASIGAS; RUBIS SERVICE STATION; PHOTOSOL; RUBIS PATRIMOINE
VOE	voestalpine.com	VOESTALPINE AG	Materials	Austria	VOESTALPINE; BÖHLER; UDDEHOLM; GREENTEC STEEL; PHS-ULTRAFORM; PHS-DIRECTFORM; PHS-SCALEFREE; ULTRALIGHTS; AHSS CLASSIC; ISOVAL
VID	vidrala.com	VIDRALA SA	Materials	Spain	VIDRALA; ENCIRC; CRISTAR; AINAT; MD GLASS; ESGRA; VDL FINE; VIDRALA PACKS; GLASS JOBS; GLASS FUTURE
AXFO	axfood.se	AXFOOD	Consumer Staples	Sweden	WILLYS; HEMKÖP; AXFOOD SNABBGROSS; GARANT; ELDORADO; SÅKLART; MINSTINGEN; FIXA; MAT.SE; PRIME PATROL
EMG	man.com	MAN GROUP PLC	Financials	United Kingdom	MAN GROUP; MAN AHL; MAN NUMERIC; MAN GLG; MAN FRM; MAN VARAGON; MAN GPM; MAN DELTA; OXFORD-MAN INSTITUTE; MAN AHL ALPHA
BCVN	bcv.ch	BC VAUD N	Financials	Switzerland	BCV; BCV-NET; BCV MOBILE; BCV TWINT; BCV SMARTID; BCV eBILL; BCV TRADE; BCV INVEST; BCV SPORT; BCV PATRIMONIA
MANTA	mandatum.fi	MANDATUM	Financials	Finland	MANDATUM; MANDATUM LIFE; MANDATUM WEALTH; MANDATUM ASSET MANAGEMENT; MANDATUM TRADE; MANDATUM DIGITAL SERVICES; MANDATUM INVEST; MANDATUM PRIVATE EQUITY; MANDATUM ESTATE; MANDATUM HYBRID
TEG	tag-ag.com	TAG IMMOBILIEN AG	Real Estate	Germany	TAG IMMOBILIEN; TAG WOHNEN; TAG MIETERSERVICE; TAG WOHNGOLD; TAG ENERGIE SERVICE; TAG SMART HOME; TAG MINIJOB; TAG AKTIV-TREFF; TAG CAPITAL; TAG CLASSIC LIVING
GRG	corporate.greggs.co.uk	GREGGS PLC	Consumer Discretionary	United Kingdom	GREGGS; FESTIVE BAKE; VEGAN SAUSAGE ROLL; GREGGS MOMENT; GREGGS ON THE GO; BALANCE CHOICE; HOT SANDWICHES; GREGGS LOYALTY; BAKES & ROLLS; SWEET MINCE PIE
TBCG	tbcbankgroup.com	TBC BANK GROUP PLC	Financials	United Kingdom	TBC; TBC PAY; TBC CAPITAL; TBC LEASING; TBC MORTGAGE; TBC INSURANCE; SPACE; TBC VENTURES; TBC FX; TBC DIGITAL BANK
SK	groupeseb.com	SEB SA	Consumer Discretionary	France	TEFAL; ROWENTA; ALL-CLAD; WMF; LAGOSTINA; MOULINEX; KRUPS; CALOR; EMSA; OBH NORDICA
MYCR	mycronic.com	MYCRONIC	Information Technology	Sweden	MYCRONIC; MYDATA; JETPRINTER; MY700; SMD TOWER; PREXISION; MY300; SLX; MY200; MASK WRITER
CCL	carnivalcorp.com	CARNIVAL PLC	Consumer Discretionary	United Kingdom	CARNIVAL CRUISE LINE; PRINCESS CRUISES; HOLLAND AMERICA LINE; SEABOURN; CUNARD; COSTA CRUISES; AIDA CRUISES; P&O CRUISES; P&O CRUISES AUSTRALIA; CARNIVAL CORPORATION
LOOMIS	loomis.com	LOOMIS CLASS B	Industrials	Sweden	LOOMIS; LOOMIS PAY; SAFEPOINT; LOOMIS SAFEPOINT; LOOMIS INTERNATIONAL; LOOMIS RECYCLERS; LOOMIS EXCHANGE; LOOMIS CASH MANAGEMENT; LOOMIS NEWSROOM; LOOMIS NEXUS
TCAP	tpicap.com	TP ICAP GROUP PLC	Financials	United Kingdom	Liquidnet; Liquidnet H2O; Discovery; Virtual High Touch; Supernatural; Customized Solutions for Intelligent Trading; It's Different Here; Parameta Solutions; Tullett Prebon; tpSEF
VK	vallourec.com	VALLOUREC SA	Energy	France	VAM; VAM TOP; BIG OMEGA; CLEANWELL; THERMOCASE; VAM ACE; VAM PRO; VAM SLIJ II; DINO VAM; VAM HW ST
LXS	lanxess.com	LANXESS AG	Materials	Germany	Durethan; Pocan; Bayferrox; COLORTHERM; Bayoxide; BayScape; Lewatit; Preventol; Baymol; Baykanol
BUCN	bucherindustries.com	BUCHER INDUSTRIES AG	Industrials	Switzerland	BUCHER; KUHN; BUCHER MUNICIPAL; BUCHER HYDRAULICS; BUCHER EMHART GLASS; GMEINER; GL1; BUCHER SPECIALS; KRAUSE; ARVID NILSSON 
BYG	bigyellow.co.uk	BIG YELLOW GROUP PLC	Real Estate	United Kingdom	BIG YELLOW SELF STORAGE COMPANY; BIG YELLOW; ARMADILLO SELF STORAGE; BIG YELLOW WORKSPACES; BIG YELLOW FLEXI-OFFICE; BIG YELLOW STORE OF THE YEAR; BIG YELLOW BOX; BIG YELLOW BUSINESS; BIG YELLOW ONLINE; BYG 
GFTU	graftonplc.com	GRAFTON GROUP PLC	Industrials	United Kingdom	SELCO BUILDERS WAREHOUSE; CHADWICKS; WOODIE’S; LEYLAND SDM; MACBLAIR; ISERO; TG LYNCH; KEYLINE; IKH; ESSENTIAL BUILDING SUPPLIES 
EZJ	corporate.easyjet.com	EASYJET PLC	Industrials	United Kingdom	EASYJET; EASYJET HOLIDAYS; EASYHOTEL; EASYCAR; EASYMONEY; EASYBUS; EASYOFFICES; EASYPROPERTY; EASYJET PLUS; EASYJET WORLDWIDE 
VTY	vistrygroup.co.uk	VISTRY GROUP PLC	Consumer Discretionary	United Kingdom	VISTRY; BOVIS HOMES; LINDEN HOMES; COUNTRYSIDE PARTNERSHIPS; ASPIRE; VISTRY C-CHANGE; VISTRY DOVECOTE; PRIME PLACE; REVOLVE; VISTRY REGENERATION 
KEMIRA	kemira.com	KEMIRA	Materials	Finland	KEMIRA; FENNOJET; FENNOSIZE; FENNOPOL; FENNODI; KEMCONNECT; KEMIRA SUREFLOW; FENNOPUR; KEMIRA POWERBIO; FENNOSURF 
TATE	tateandlyle.com	TATE AND LYLE PLC	Consumer Staples	United Kingdom	SPLENDA; PROMITOR; DOLCIA PRIMA; PUREFRUIT; TASTEVA; TASTEVA M; STA-LITE; CLARIA; ZOLESSE; KRYSTAR 
GL9	glanbia.com	GLANBIA PLC	Consumer Staples	Ireland	OPTIMUM NUTRITION; GOLD STANDARD; ISOPURE; BSN; SYNTHA-6; ABB; TRUSOURCE; GLANBIA PERFORMANCE NUTRITION; OPTI-ATP; AMINOBLAST 
NDA	aurubis.com	AURUBIS AG	Materials	Germany	AURUBIS; NORDDEUTSCHE AFFINERIE; AURUBIS METAL; AURUBIS RECYCLING; AURUBIS ROD; AURUBIS SHAPES; AURUBIS CAST; AURUBIS BARS; AURUBIS WIRE; AURUBIS GREEN COPPER 
ADP	parisaeroport.fr	AEROPORTS DE PARIS SA	Industrials	France	PARIS AEROPORT; GROUPE ADP; EXTIME; HUB SAFE; CDG EXPRESS; PARIS ORLY; MY PARIS AEROPORT; PARAFE; LIVE PARIS; PARIS WELCOME 
TECN	tecan.com	TECAN GROUP AG	Health Care	Switzerland	TECAN; FLUENT; DCPM; LAB ON A CD; CAVRO; SPARK; INFINITE; FREEDOM EVO; RESOLVEX; SUNRISE 
VPK	vopak.com	KONINKLIJKE VOPAK NV	Energy	Netherlands	VOPAK; VOPAK HORIZON; VOPAK LNG; VOPAK INDUSTRIAL TERMINAL; VOPAK AGENCIES; VOPAK CHEMICAL LOGISTICS; VOPAK VENTURES; VOPAK TANK TERMINAL; VOPAK GAS TERMINAL; VOPAK SOLAR PARK 
BPT	bridgepoint.eu	BRIDGEPOINT GROUP PLC	Financials	United Kingdom	– keine eigenen Marken im Register gefunden (Stand 18 Jun 2025) 
PUM	about.puma.com	PUMA	Consumer Discretionary	Germany	PUMA; PUMA CAT (device); FOREVER FASTER; NITRO; FENTY PUMA; RS-X; FUTURE; KING; SUEDE; PALERMO 
ALLFG	allfunds.com	ALLFUNDS GROUP PLC	Financials	Netherlands	ALLFUNDS; ALLFUNDS BANK; ALLFUNDS CONNECT; ALLFUNDS TECH; ALLFUNDS DIGITAL; ALLFUNDS ESG; ALLFUNDS LAB; ALLFUNDS PAY; ALLFUNDS ACADEMY; ALLFUNDS WEALTHTECH 
DIA	diasorin.com	DIASORIN	Health Care	Italy	DIASORIN; LIAISON; LIAISON XL; LIAISON Plex; LIAISON NES; LIAISON Quick Detect; SIMPLEXA; ARIES; VIRClia; LIAISON IAM 
PUIG	puig.com	PUIG BRANDS SA CLASS B	Consumer Staples	Spain	PUIG; PACO RABANNE (RABANNE); CAROLINA HERRERA; JEAN PAUL GAULTIER; NINA RICCI; DRIES VAN NOTEN; CHARLOTTE TILBURY; BYREDO; PENHALIGON’S; LOEWE PERFUMES 
CCC	computacenter.com	COMPUTACENTER PLC	Information Technology	United Kingdom	COMPUTACENTER; COMPUTACENTER (device); COMPUTACENTER PROJECT SERVICES; COMPUTACENTER CONNECT; COMPUTACENTER SERVICE DESK; COMPUTACENTER SMART SERVICE; COMPUTACENTER C3; COMPUTACENTER DIGITAL ME; COMPUTACENTER M-SCALE; COMPUTACENTER FORGE 
DKSH	dksh.com	DKSH HOLDING AG	Industrials	Switzerland	DKSH; DKSH (device); THINK ASIA THINK DKSH.; DKSH – DELIVERING GROWTH – IN ASIA AND BEYOND.; SPLAYD; LUNA; SIBER HEGNER; DKSH PERFORMANCE MATERIALS; DKSH DELIVERING GROWTH.; DKSH THINK ASIA. 
DLN	derwentlondon.com	DERWENT LONDON REIT PLC	Real Estate	United Kingdom	– keine eingetragenen Marken gefunden (Stand 18 Jun 2025) 
FRO	frontlineplc.com	FRONTLINE	Energy	Norway	– keine eigenen Registrierungen; das Wortzeichen „FRONTLINE“ ist v. a. für Tierarznei & sonst. Branchen vergeben 
JD.	jdplc.com	JD SPORTS FASHION PLC	Consumer Discretionary	United Kingdom	REJD; UNLIKE HUMANS; DAILYSZN; FOOT PATROL; FOOTPATROL; KING OF THE STREETS; HENLEYS; HENLEYS DLX; JD YOUTH FOUNDATION; KING OF TRAINERS 
WIHL	wihlborgs.se	WIHLBORGS FASTIGHETER	Real Estate	Sweden	– keine Markenregistrierung unter dem Firmennamen gefunden 
FNOX	fortnox.se	FORTNOX	Information Technology	Sweden	– keine eigenständigen Marken (nur interne „Fortnox“-Leitlinien) 
CLN	clariant.com	CLARIANT AG	Materials	Switzerland	BENTOSEED; AMONILL; CLARITY; GLUCOPURE; GENAPOL; SAFMAX; ATRAJET; SCALPIFIC; CYCLORETIN; VELSAN 
MF	wendelgroup.com	WENDEL	Financials	France	– keine aktiven Markenregistrierungen unter „Wendel“ gefunden
ATE	alten.com	ALTEN SA	Information Technology	France	– 0 Treffer (nur ältere verfallene Anmeldungen)
HEM	hemnetgroup.com	HEMNET GROUP	Communication	Sweden	– keine Markenregistrierung
AFX	zeiss.com/meditec	CARL ZEISS MEDITEC AG	Health Care	Germany	JEDE ZEISS-Marke wird zentral von Carl Zeiss AG gehalten; Meditec selbst besitzt keine separaten Einträge
VRLA	verallia.com	VERALLIA SA	Materials	France	– keine eigene Marke; Flaschen-Designs laufen unter Sammel-Designrechten
HIAB	hiab.com	HIAB CORPORATION CLASS B	Industrials	Finland	HIAB; MULTILIFT; LOGLIFT; ZEPRO
SFSN	sfs.com	SFS GROUP AG	Industrials	Switzerland	SFS; Unisteel; Tegra Medical; GESIPA; Triangle Fastener Corporation (TFC); HECO; Hoffmann; GARANT; HOLEX; SFS intec
WALL B	wallenstam.se	WALLENSTAM CLASS B	Real Estate	Sweden	– 0 Marken
FR	valeo.com	VALEO	Consumer Discretionary	France	VALEO; VALEO SERVICE WE CARE 4 YOU; FIRST; INFINIUM; EVERGUARD; CIBIE MYBEAM; NEIMAN; SCALA; VISIOPARK; SAFE SIDE 
HPOL B	hexpol.com	HEXPOL CLASS B	Materials	Sweden	HEXPOL
BAVA	bavarian-nordic.com	BAVARIAN NORDIC	Health Care	Denmark	BAVARIAN NORDIC; JYNNEOS; IMVAMUNE; IMVANEX; MVA-BN; RABIPUR; RABAVERT; VAXCHORA; VIVOTIF; VIMKUNYA 
GN	gn.com	GN STORE NORD	Consumer Discretionary	Denmark	GN; GN MAKING LIFE SOUND BETTER; GN DESIGN; JABRA; JABRA ELITE; JABRA MULTI USE; RESOUND; BELTONE; INTERTON; DENMARK HEARING AID INSTITUTE 
COTN	comet-group.com	COMET HOLDING AG	Information Technology	Switzerland	– 0 eingetragene Wortmarken (fokussiert auf Patente)
BAKKA	bakkafrost.com	BAKKAFROST	Consumer Staples	Norway	BAKKAFROST
CDI	dior-finance.com	CHRISTIAN DIOR	Consumer Discretionary	France	DIOR; MISS DIOR; J’ADORE; SAUVAGE; DIOR ADDICT; DIORSHOW; DIOR FOREVER; ROUGE DIOR; CAPTURE TOTALE; DIOR BACKSTAGE 
SAFE	safestore.com	SAFESTORE HOLDINGS PLC	Real Estate	United Kingdom	– keine aktiven Marken unter dem Firmennamen gefunden 
TIETO	tietoevry.com	TIETO	Information Technology	Finland	TIETO; TIETOEWRY; TIETOEWRY TRANSFORM; TIETOEWRY BANKING; TIETOEWRY CARE; TIETOEWRY INDUSTRY; TIETOEWRY CLOUD SERVICES; TIETOEWRY SECURE DATA PLATFORM; TIETOEWRY BLOCKCHAIN; TIETOEWRY SOVEREIGN CLOUD 
BANB	bachem.com	BACHEM HOLDING AG	Health Care	Switzerland	BACHEM; BACHEM LEADING PARTNER IN TIDES; TOTAL PEPTIDE MANAGEMENT; PEPTIDE POWER; BACHEM AMERICAS; PEPTIDE INNOVATION; ANYGEN; APIXIMA; BACHEM ONLINE SHOP; BACHEM CUSTOM SYNTHESIS 
OCDO	ocadogroup.com	OCADO GROUP PLC	Consumer Staples	United Kingdom	OCADO; OCADO SMART PLATFORM; OSP; OCADO RETAIL; OCADO ZOOM; OCADO SOLUTIONS; OCADO TECHNOLOGY; OCADO FUTURE FARM; OCADO NANOFULFILMENT; OCADO CIRCULAR 
HUSQ B	husqvarnagroup.com	HUSQVARNA	Industrials	Sweden	HUSQVARNA; AUTOMOWER; RIDER; XP; X-CUT; X-FORCE; T435; 540i XP; TOOLS FOR TREES; CLEARCUT 
KINV B	kinnevik.com	KINNEVIK CLASS B	Financials	Sweden	– keine eingetragenen Marken (Holding-Gesellschaft) 
ELUX B	electroluxgroup.com	ELECTROLUX CLASS B	Consumer Discretionary	Sweden	ELECTROLUX; AEG; ZANUSSI; FRIGIDAIRE; ANOVA; PUREi9; ULTRAMIX; ICONIC LUX; TASTELOCK; ULTRAFRESH 
EMBRAC B	embracer.com	EMBRACER GROUP CLASS B	Communication	Sweden	– keine Marken unter „Embracer“ registriert; Portfolios liegen bei Tochterfirmen (THQ Nordic; Gearbox etc.) 
IFCN	inficon.com	INFICON HOLDING AG	Information Technology	Switzerland	INFICON; L-RISE; CALMATE; LINXON; SYNE; FABRECOVER; NEXTMOVE; FABCONTROL; QUALITY CRYSTALS; GAS-VISION 
RDC	redcare-pharmacy.com	REDCARE PHARMACY NV	Consumer Staples	Germany	REDCARE PHARMACY; REDCARE APOTHEKE; REDCARE PHARMACIE; REDCARE DIGITAL HEALTH; REDCARE HEALTH SERVICES; REDCARE LOGISTICS; REDCARE MED SERVICES; SHOP APOTHEKE; FIRST CARE; REDCARE E-RX 
EKTA B	elekta.com	ELEKTA B	Health Care	Sweden	ELEKTA; LEKSELL GAMMA KNIFE; MOSAIQ; VERSA HD; UNITY MR-LINAC; ELEKTA HARMONY; ELEKTA AXESSE; ELEKTA INSIGHT; ELEKTA MONACO; ELEKTA NUTRONIC 
GXI	gerresheimer.com	GERRESHEIMER AG	Health Care	Germany	GERRESHEIMER; KIMAX; GX SENSIVA; INBENEO; RESPIMETRIX; GREEN FIRST PACKAGING; BAKED ON RTF; TELC; TERNS; G GREEN FIRST PACKAGING 
FUR	fugro.com	FUGRO NV CLASS C	Industrials	Netherlands	FUGRO; SEASCOUT; GE0DIN; DEEPWORKS; ROAMES; OARS; BACK2BASE; BLUE ESSENCE; FUGRO SCOUT; FUGRO VOYAGER 
PTEC	playtech.com	PLAYTECH PLC	Consumer Discretionary	United Kingdom	PLAYTECH; PLAYTECH ACADEMY; LUCKNGO.COM; RHINO BLITZ; HEART OF THE FRONTIER; EPIC APE; AGE OF THE GODS; BUFFALO BLITZ; EPIC APE 2; WINNINGS OF OZ 
